"Dates","Prices"
"2010-01-17 10:00:00",40.196
"2010-01-17 11:00:00",43.007
"2010-01-17 12:00:00",45.039
"2010-01-17 13:00:00",37.935
"2010-01-17 14:00:00",32.009
"2010-01-17 15:00:00",27
"2010-01-17 16:00:00",28.71
"2010-01-17 17:00:00",39.107
"2010-01-17 18:00:00",49.867
"2010-01-17 19:00:00",51.976
"2010-01-17 20:00:00",46.065
"2010-01-17 21:00:00",42.653
"2010-01-17 22:00:00",45.209
"2010-01-17 23:00:00",42.731
"2010-01-18 00:00:00",32.007
"2010-01-18 01:00:00",30.996
"2010-01-18 02:00:00",26.441
"2010-01-18 03:00:00",19.145
"2010-01-18 04:00:00",19
"2010-01-18 05:00:00",26.212
"2010-01-18 06:00:00",40.196
"2010-01-18 07:00:00",61.529
"2010-01-18 08:00:00",60.212
"2010-01-18 09:00:00",59.994
"2010-01-18 10:00:00",59.3
"2010-01-18 11:00:00",59.115
"2010-01-18 12:00:00",58.324
"2010-01-18 13:00:00",54.93
"2010-01-18 14:00:00",50.913
"2010-01-18 15:00:00",48.33
"2010-01-18 16:00:00",52.795
"2010-01-18 17:00:00",62.069
"2010-01-18 18:00:00",68.27
"2010-01-18 19:00:00",61.244
"2010-01-18 20:00:00",54.505
"2010-01-18 21:00:00",43.72
"2010-01-18 22:00:00",47.907
"2010-01-18 23:00:00",42.306
"2010-01-19 00:00:00",39.93
"2010-01-19 01:00:00",38.672
"2010-01-19 02:00:00",33.986
"2010-01-19 03:00:00",30.905
"2010-01-19 04:00:00",29
"2010-01-19 05:00:00",36.53
"2010-01-19 06:00:00",49.591
"2010-01-19 07:00:00",56.998
"2010-01-19 08:00:00",59.083
"2010-01-19 09:00:00",58.679
"2010-01-19 10:00:00",58.572
"2010-01-19 11:00:00",58.409
"2010-01-19 12:00:00",57.635
"2010-01-19 13:00:00",53.63
"2010-01-19 14:00:00",52.047
"2010-01-19 15:00:00",49.006
"2010-01-19 16:00:00",50.75
"2010-01-19 17:00:00",60
"2010-01-19 18:00:00",65.457
"2010-01-19 19:00:00",58.869
"2010-01-19 20:00:00",50.856
"2010-01-19 21:00:00",43.404
"2010-01-19 22:00:00",47.663
"2010-01-19 23:00:00",43.788
"2010-01-20 00:00:00",38.566
"2010-01-20 01:00:00",37.334
"2010-01-20 02:00:00",35.544
"2010-01-20 03:00:00",29.31
"2010-01-20 04:00:00",28.91
"2010-01-20 05:00:00",35.451
"2010-01-20 06:00:00",43.081
"2010-01-20 07:00:00",57.995
"2010-01-20 08:00:00",56.438
"2010-01-20 09:00:00",56.875
"2010-01-20 10:00:00",58.623
"2010-01-20 11:00:00",56.176
"2010-01-20 12:00:00",60.04
"2010-01-20 13:00:00",58.135
"2010-01-20 14:00:00",54.682
"2010-01-20 15:00:00",49.782
"2010-01-20 16:00:00",49.992
"2010-01-20 17:00:00",54.93
"2010-01-20 18:00:00",63.843
"2010-01-20 19:00:00",59.888
"2010-01-20 20:00:00",52.06
"2010-01-20 21:00:00",44.783
"2010-01-20 22:00:00",44.99
"2010-01-20 23:00:00",41.022
"2010-01-21 00:00:00",37.508
"2010-01-21 01:00:00",36.119
"2010-01-21 02:00:00",33.054
"2010-01-21 03:00:00",28.814
"2010-01-21 04:00:00",27.54
"2010-01-21 05:00:00",34
"2010-01-21 06:00:00",41.302
"2010-01-21 07:00:00",53.18
"2010-01-21 08:00:00",55.266
"2010-01-21 09:00:00",54.742
"2010-01-21 10:00:00",55.01
"2010-01-21 11:00:00",55.548
"2010-01-21 12:00:00",54.155
"2010-01-21 13:00:00",52.293
"2010-01-21 14:00:00",50.225
"2010-01-21 15:00:00",48.09
"2010-01-21 16:00:00",49.94
"2010-01-21 17:00:00",56.273
"2010-01-21 18:00:00",63.161
"2010-01-21 19:00:00",61.023
"2010-01-21 20:00:00",52.668
"2010-01-21 21:00:00",45.248
"2010-01-21 22:00:00",45
"2010-01-21 23:00:00",40.472
"2010-01-22 00:00:00",37.746
"2010-01-22 01:00:00",37.103
"2010-01-22 02:00:00",35.261
"2010-01-22 03:00:00",30.3
"2010-01-22 04:00:00",29.34
"2010-01-22 05:00:00",35.792
"2010-01-22 06:00:00",40.861
"2010-01-22 07:00:00",54.141
"2010-01-22 08:00:00",58.201
"2010-01-22 09:00:00",58.211
"2010-01-22 10:00:00",56.971
"2010-01-22 11:00:00",56.183
"2010-01-22 12:00:00",55.697
"2010-01-22 13:00:00",51.477
"2010-01-22 14:00:00",48.453
"2010-01-22 15:00:00",44.959
"2010-01-22 16:00:00",45.5
"2010-01-22 17:00:00",51.222
"2010-01-22 18:00:00",59.008
"2010-01-22 19:00:00",59.406
"2010-01-22 20:00:00",48.004
"2010-01-22 21:00:00",42.652
"2010-01-22 22:00:00",43.47
"2010-01-22 23:00:00",40.506
"2010-01-23 00:00:00",41.27
"2010-01-23 01:00:00",39.088
"2010-01-23 02:00:00",35
"2010-01-23 03:00:00",30.95
"2010-01-23 04:00:00",28.5
"2010-01-23 05:00:00",29.575
"2010-01-23 06:00:00",29.765
"2010-01-23 07:00:00",36.046
"2010-01-23 08:00:00",40.661
"2010-01-23 09:00:00",44.016
"2010-01-23 10:00:00",46.785
"2010-01-23 11:00:00",48.664
"2010-01-23 12:00:00",52.893
"2010-01-23 13:00:00",46.149
"2010-01-23 14:00:00",43.41
"2010-01-23 15:00:00",41.448
"2010-01-23 16:00:00",41.96
"2010-01-23 17:00:00",45.782
"2010-01-23 18:00:00",53.192
"2010-01-23 19:00:00",52.832
"2010-01-23 20:00:00",46.293
"2010-01-23 21:00:00",41.193
"2010-01-23 22:00:00",43.006
"2010-01-23 23:00:00",42
"2010-01-24 00:00:00",42.067
"2010-01-24 01:00:00",41.828
"2010-01-24 02:00:00",40.088
"2010-01-24 03:00:00",33.282
"2010-01-24 04:00:00",26.666
"2010-01-24 05:00:00",22
"2010-01-24 06:00:00",20.05
"2010-01-24 07:00:00",27.847
"2010-01-24 08:00:00",31.897
"2010-01-24 09:00:00",38.515
"2010-01-24 10:00:00",42.757
"2010-01-24 11:00:00",46.095
"2010-01-24 12:00:00",48.603
"2010-01-24 13:00:00",42.606
"2010-01-24 14:00:00",37.82
"2010-01-24 15:00:00",34.399
"2010-01-24 16:00:00",34.843
"2010-01-24 17:00:00",42.154
"2010-01-24 18:00:00",50.082
"2010-01-24 19:00:00",49.48
"2010-01-24 20:00:00",45.682
"2010-01-24 21:00:00",42.416
"2010-01-24 22:00:00",43.164
"2010-01-24 23:00:00",42.63
"2010-01-25 00:00:00",38.426
"2010-01-25 01:00:00",39.41
"2010-01-25 02:00:00",32.604
"2010-01-25 03:00:00",27
"2010-01-25 04:00:00",27.97
"2010-01-25 05:00:00",34.93
"2010-01-25 06:00:00",44.833
"2010-01-25 07:00:00",63.801
"2010-01-25 08:00:00",70.01
"2010-01-25 09:00:00",67.519
"2010-01-25 10:00:00",66.25
"2010-01-25 11:00:00",62.7
"2010-01-25 12:00:00",59.035
"2010-01-25 13:00:00",60.041
"2010-01-25 14:00:00",55.628
"2010-01-25 15:00:00",50.659
"2010-01-25 16:00:00",51
"2010-01-25 17:00:00",60.671
"2010-01-25 18:00:00",62.489
"2010-01-25 19:00:00",58.863
"2010-01-25 20:00:00",55.563
"2010-01-25 21:00:00",48.497
"2010-01-25 22:00:00",48.306
"2010-01-25 23:00:00",44.36
"2010-01-26 00:00:00",41.906
"2010-01-26 01:00:00",40
"2010-01-26 02:00:00",36.25
"2010-01-26 03:00:00",31.083
"2010-01-26 04:00:00",30
"2010-01-26 05:00:00",37.007
"2010-01-26 06:00:00",44.105
"2010-01-26 07:00:00",56.3
"2010-01-26 08:00:00",60.61
"2010-01-26 09:00:00",62.38
"2010-01-26 10:00:00",63.342
"2010-01-26 11:00:00",63
"2010-01-26 12:00:00",62.2
"2010-01-26 13:00:00",60.661
"2010-01-26 14:00:00",58.348
"2010-01-26 15:00:00",54.935
"2010-01-26 16:00:00",55
"2010-01-26 17:00:00",66.191
"2010-01-26 18:00:00",70.18
"2010-01-26 19:00:00",61.067
"2010-01-26 20:00:00",53.195
"2010-01-26 21:00:00",47.093
"2010-01-26 22:00:00",51.084
"2010-01-26 23:00:00",45.681
"2010-01-27 00:00:00",49.887
"2010-01-27 01:00:00",46.028
"2010-01-27 02:00:00",43.023
"2010-01-27 03:00:00",36.444
"2010-01-27 04:00:00",35.476
"2010-01-27 05:00:00",38.536
"2010-01-27 06:00:00",46.702
"2010-01-27 07:00:00",60.965
"2010-01-27 08:00:00",66.51
"2010-01-27 09:00:00",79.081
"2010-01-27 10:00:00",72.67
"2010-01-27 11:00:00",73.03
"2010-01-27 12:00:00",66.184
"2010-01-27 13:00:00",62.92
"2010-01-27 14:00:00",59.216
"2010-01-27 15:00:00",51.097
"2010-01-27 16:00:00",50.846
"2010-01-27 17:00:00",56.157
"2010-01-27 18:00:00",77.094
"2010-01-27 19:00:00",63.399
"2010-01-27 20:00:00",57.432
"2010-01-27 21:00:00",49.999
"2010-01-27 22:00:00",49.595
"2010-01-27 23:00:00",50.615
"2010-01-28 00:00:00",43.855
"2010-01-28 01:00:00",44.773
"2010-01-28 02:00:00",43.041
"2010-01-28 03:00:00",39.285
"2010-01-28 04:00:00",34.5
"2010-01-28 05:00:00",43.147
"2010-01-28 06:00:00",56.181
"2010-01-28 07:00:00",65.991
"2010-01-28 08:00:00",63.196
"2010-01-28 09:00:00",63.065
"2010-01-28 10:00:00",61.258
"2010-01-28 11:00:00",61.341
"2010-01-28 12:00:00",56.188
"2010-01-28 13:00:00",54.996
"2010-01-28 14:00:00",54.548
"2010-01-28 15:00:00",51.919
"2010-01-28 16:00:00",51.669
"2010-01-28 17:00:00",57.352
"2010-01-28 18:00:00",86.537
"2010-01-28 19:00:00",64.548
"2010-01-28 20:00:00",60.084
"2010-01-28 21:00:00",53.707
"2010-01-28 22:00:00",47.167
"2010-01-28 23:00:00",47.02
"2010-01-29 00:00:00",50.135
"2010-01-29 01:00:00",46.321
"2010-01-29 02:00:00",41.189
"2010-01-29 03:00:00",31.996
"2010-01-29 04:00:00",31.5
"2010-01-29 05:00:00",41.402
"2010-01-29 06:00:00",60.107
"2010-01-29 07:00:00",66.257
"2010-01-29 08:00:00",67
"2010-01-29 09:00:00",67.75
"2010-01-29 10:00:00",68
"2010-01-29 11:00:00",69
"2010-01-29 12:00:00",67.3
"2010-01-29 13:00:00",65.841
"2010-01-29 14:00:00",65.399
"2010-01-29 15:00:00",62.674
"2010-01-29 16:00:00",50.655
"2010-01-29 17:00:00",55
"2010-01-29 18:00:00",64.749
"2010-01-29 19:00:00",57.94
"2010-01-29 20:00:00",53.027
"2010-01-29 21:00:00",54.294
"2010-01-29 22:00:00",59.497
"2010-01-29 23:00:00",58.96
"2010-01-30 00:00:00",46.612
"2010-01-30 01:00:00",46.328
"2010-01-30 02:00:00",45.155
"2010-01-30 03:00:00",37.163
"2010-01-30 04:00:00",33.011
"2010-01-30 05:00:00",32.185
"2010-01-30 06:00:00",38.198
"2010-01-30 07:00:00",45.366
"2010-01-30 08:00:00",46.887
"2010-01-30 09:00:00",53.271
"2010-01-30 10:00:00",53.195
"2010-01-30 11:00:00",54.282
"2010-01-30 12:00:00",55.522
"2010-01-30 13:00:00",50.448
"2010-01-30 14:00:00",47.4
"2010-01-30 15:00:00",43.585
"2010-01-30 16:00:00",44.358
"2010-01-30 17:00:00",49.93
"2010-01-30 18:00:00",63.187
"2010-01-30 19:00:00",61.84
"2010-01-30 20:00:00",53.955
"2010-01-30 21:00:00",51.885
"2010-01-30 22:00:00",55.358
"2010-01-30 23:00:00",53.277
"2010-01-31 00:00:00",55.772
"2010-01-31 01:00:00",55.107
"2010-01-31 02:00:00",54.907
"2010-01-31 03:00:00",45.343
"2010-01-31 04:00:00",39.3
"2010-01-31 05:00:00",37.302
"2010-01-31 06:00:00",37.685
"2010-01-31 07:00:00",45.288
"2010-01-31 08:00:00",50.496
"2010-01-31 09:00:00",60.978
"2010-01-31 10:00:00",63.186
"2010-01-31 11:00:00",64.494
"2010-01-31 12:00:00",65.049
"2010-01-31 13:00:00",56.19
"2010-01-31 14:00:00",48.58
"2010-01-31 15:00:00",43.795
"2010-01-31 16:00:00",41.718
"2010-01-31 17:00:00",50.694
"2010-01-31 18:00:00",91.136
"2010-01-31 19:00:00",84.995
"2010-01-31 20:00:00",91.377
"2010-01-31 21:00:00",79.994
"2010-01-31 22:00:00",84.949
"2010-01-31 23:00:00",68.195
"2010-02-01 00:00:00",53.028
"2010-02-01 01:00:00",53.021
"2010-02-01 02:00:00",53.022
"2010-02-01 03:00:00",40.977
"2010-02-01 04:00:00",42.919
"2010-02-01 05:00:00",53.192
"2010-02-01 06:00:00",69.567
"2010-02-01 07:00:00",74.234
"2010-02-01 08:00:00",67.703
"2010-02-01 09:00:00",68.068
"2010-02-01 10:00:00",66.997
"2010-02-01 11:00:00",68.999
"2010-02-01 12:00:00",65.25
"2010-02-01 13:00:00",64.431
"2010-02-01 14:00:00",62.327
"2010-02-01 15:00:00",55.924
"2010-02-01 16:00:00",56.5
"2010-02-01 17:00:00",71.528
"2010-02-01 18:00:00",109.717
"2010-02-01 19:00:00",91.006
"2010-02-01 20:00:00",61.662
"2010-02-01 21:00:00",56.189
"2010-02-01 22:00:00",56.295
"2010-02-01 23:00:00",56.962
"2010-02-02 00:00:00",39.335
"2010-02-02 01:00:00",40.745
"2010-02-02 02:00:00",38.961
"2010-02-02 03:00:00",37.176
"2010-02-02 04:00:00",34.623
"2010-02-02 05:00:00",40.961
"2010-02-02 06:00:00",53.027
"2010-02-02 07:00:00",65.993
"2010-02-02 08:00:00",71.971
"2010-02-02 09:00:00",75.133
"2010-02-02 10:00:00",69.096
"2010-02-02 11:00:00",65.806
"2010-02-02 12:00:00",60.235
"2010-02-02 13:00:00",60.672
"2010-02-02 14:00:00",58.992
"2010-02-02 15:00:00",53.022
"2010-02-02 16:00:00",52.9
"2010-02-02 17:00:00",53.023
"2010-02-02 18:00:00",75.175
"2010-02-02 19:00:00",66.009
"2010-02-02 20:00:00",61.997
"2010-02-02 21:00:00",53.029
"2010-02-02 22:00:00",48.594
"2010-02-02 23:00:00",45.167
"2010-02-03 00:00:00",39.847
"2010-02-03 01:00:00",42.292
"2010-02-03 02:00:00",39.278
"2010-02-03 03:00:00",27.728
"2010-02-03 04:00:00",24.378
"2010-02-03 05:00:00",37.408
"2010-02-03 06:00:00",47.025
"2010-02-03 07:00:00",58.993
"2010-02-03 08:00:00",57
"2010-02-03 09:00:00",57.961
"2010-02-03 10:00:00",59.831
"2010-02-03 11:00:00",61.992
"2010-02-03 12:00:00",60.208
"2010-02-03 13:00:00",60.618
"2010-02-03 14:00:00",54.204
"2010-02-03 15:00:00",50.01
"2010-02-03 16:00:00",47.142
"2010-02-03 17:00:00",54.5
"2010-02-03 18:00:00",80.25
"2010-02-03 19:00:00",62.5
"2010-02-03 20:00:00",57.199
"2010-02-03 21:00:00",45.879
"2010-02-03 22:00:00",45.085
"2010-02-03 23:00:00",41.999
"2010-02-04 00:00:00",39.762
"2010-02-04 01:00:00",41.023
"2010-02-04 02:00:00",35.832
"2010-02-04 03:00:00",30.999
"2010-02-04 04:00:00",30.991
"2010-02-04 05:00:00",39.018
"2010-02-04 06:00:00",44.745
"2010-02-04 07:00:00",56.907
"2010-02-04 08:00:00",57.95
"2010-02-04 09:00:00",59.25
"2010-02-04 10:00:00",58.92
"2010-02-04 11:00:00",59.299
"2010-02-04 12:00:00",56.882
"2010-02-04 13:00:00",56.34
"2010-02-04 14:00:00",54
"2010-02-04 15:00:00",50.999
"2010-02-04 16:00:00",49.994
"2010-02-04 17:00:00",58.004
"2010-02-04 18:00:00",70.685
"2010-02-04 19:00:00",59.737
"2010-02-04 20:00:00",51.24
"2010-02-04 21:00:00",43.61
"2010-02-04 22:00:00",44
"2010-02-04 23:00:00",39.222
"2010-02-05 00:00:00",36.928
"2010-02-05 01:00:00",37.25
"2010-02-05 02:00:00",34.505
"2010-02-05 03:00:00",29.031
"2010-02-05 04:00:00",28.174
"2010-02-05 05:00:00",32.58
"2010-02-05 06:00:00",38.972
"2010-02-05 07:00:00",50.5
"2010-02-05 08:00:00",50.75
"2010-02-05 09:00:00",52
"2010-02-05 10:00:00",52.682
"2010-02-05 11:00:00",53
"2010-02-05 12:00:00",52.403
"2010-02-05 13:00:00",49.191
"2010-02-05 14:00:00",45.06
"2010-02-05 15:00:00",41
"2010-02-05 16:00:00",40.834
"2010-02-05 17:00:00",46.998
"2010-02-05 18:00:00",57.095
"2010-02-05 19:00:00",53.06
"2010-02-05 20:00:00",47.013
"2010-02-05 21:00:00",39.907
"2010-02-05 22:00:00",42.065
"2010-02-05 23:00:00",41.267
"2010-02-06 00:00:00",40
"2010-02-06 01:00:00",37.927
"2010-02-06 02:00:00",34.002
"2010-02-06 03:00:00",29.9
"2010-02-06 04:00:00",27.82
"2010-02-06 05:00:00",28.006
"2010-02-06 06:00:00",26.103
"2010-02-06 07:00:00",31.906
"2010-02-06 08:00:00",37.706
"2010-02-06 09:00:00",42.273
"2010-02-06 10:00:00",43.998
"2010-02-06 11:00:00",46.5
"2010-02-06 12:00:00",47.01
"2010-02-06 13:00:00",44.125
"2010-02-06 14:00:00",39.801
"2010-02-06 15:00:00",38.993
"2010-02-06 16:00:00",39.96
"2010-02-06 17:00:00",43.774
"2010-02-06 18:00:00",56.284
"2010-02-06 19:00:00",53.348
"2010-02-06 20:00:00",43.945
"2010-02-06 21:00:00",40.094
"2010-02-06 22:00:00",42.092
"2010-02-06 23:00:00",40.893
"2010-02-07 00:00:00",40.944
"2010-02-07 01:00:00",39.411
"2010-02-07 02:00:00",35.892
"2010-02-07 03:00:00",30.65
"2010-02-07 04:00:00",27.82
"2010-02-07 05:00:00",26.282
"2010-02-07 06:00:00",23.976
"2010-02-07 07:00:00",27.649
"2010-02-07 08:00:00",29.58
"2010-02-07 09:00:00",35.777
"2010-02-07 10:00:00",41.231
"2010-02-07 11:00:00",43.597
"2010-02-07 12:00:00",44.223
"2010-02-07 13:00:00",40.489
"2010-02-07 14:00:00",34.99
"2010-02-07 15:00:00",32.453
"2010-02-07 16:00:00",31.039
"2010-02-07 17:00:00",38.038
"2010-02-07 18:00:00",50.057
"2010-02-07 19:00:00",51.479
"2010-02-07 20:00:00",47.75
"2010-02-07 21:00:00",44.302
"2010-02-07 22:00:00",44.404
"2010-02-07 23:00:00",40.803
"2010-02-08 00:00:00",42.996
"2010-02-08 01:00:00",42.542
"2010-02-08 02:00:00",37.388
"2010-02-08 03:00:00",32.32
"2010-02-08 04:00:00",32.435
"2010-02-08 05:00:00",42.996
"2010-02-08 06:00:00",53.995
"2010-02-08 07:00:00",63.616
"2010-02-08 08:00:00",64.9
"2010-02-08 09:00:00",69.614
"2010-02-08 10:00:00",69.86
"2010-02-08 11:00:00",66.272
"2010-02-08 12:00:00",66
"2010-02-08 13:00:00",61.991
"2010-02-08 14:00:00",56.507
"2010-02-08 15:00:00",53.601
"2010-02-08 16:00:00",53.003
"2010-02-08 17:00:00",63.138
"2010-02-08 18:00:00",101.202
"2010-02-08 19:00:00",70.027
"2010-02-08 20:00:00",61.992
"2010-02-08 21:00:00",49.788
"2010-02-08 22:00:00",51.003
"2010-02-08 23:00:00",45.895
"2010-02-09 00:00:00",39.96
"2010-02-09 01:00:00",39
"2010-02-09 02:00:00",35
"2010-02-09 03:00:00",30
"2010-02-09 04:00:00",29.5
"2010-02-09 05:00:00",36.09
"2010-02-09 06:00:00",46.413
"2010-02-09 07:00:00",58
"2010-02-09 08:00:00",62.59
"2010-02-09 09:00:00",63.181
"2010-02-09 10:00:00",64.1
"2010-02-09 11:00:00",64
"2010-02-09 12:00:00",60.532
"2010-02-09 13:00:00",57.233
"2010-02-09 14:00:00",56.273
"2010-02-09 15:00:00",53.024
"2010-02-09 16:00:00",54.13
"2010-02-09 17:00:00",60.801
"2010-02-09 18:00:00",78.407
"2010-02-09 19:00:00",70.093
"2010-02-09 20:00:00",54.606
"2010-02-09 21:00:00",46.43
"2010-02-09 22:00:00",46.498
"2010-02-09 23:00:00",44.607
"2010-02-10 00:00:00",40.713
"2010-02-10 01:00:00",44.994
"2010-02-10 02:00:00",38.869
"2010-02-10 03:00:00",31.964
"2010-02-10 04:00:00",30.717
"2010-02-10 05:00:00",37
"2010-02-10 06:00:00",44.75
"2010-02-10 07:00:00",59.993
"2010-02-10 08:00:00",63.36
"2010-02-10 09:00:00",66.192
"2010-02-10 10:00:00",66.091
"2010-02-10 11:00:00",66.255
"2010-02-10 12:00:00",64.291
"2010-02-10 13:00:00",62.397
"2010-02-10 14:00:00",57.5
"2010-02-10 15:00:00",53.064
"2010-02-10 16:00:00",51.434
"2010-02-10 17:00:00",58.704
"2010-02-10 18:00:00",73.5
"2010-02-10 19:00:00",69.48
"2010-02-10 20:00:00",56.721
"2010-02-10 21:00:00",47.203
"2010-02-10 22:00:00",48.247
"2010-02-10 23:00:00",46.526
"2010-02-11 00:00:00",52.9
"2010-02-11 01:00:00",49.01
"2010-02-11 02:00:00",52.453
"2010-02-11 03:00:00",42.91
"2010-02-11 04:00:00",39.047
"2010-02-11 05:00:00",49.004
"2010-02-11 06:00:00",61.028
"2010-02-11 07:00:00",64.999
"2010-02-11 08:00:00",63.513
"2010-02-11 09:00:00",66.197
"2010-02-11 10:00:00",64.991
"2010-02-11 11:00:00",66.198
"2010-02-11 12:00:00",63.191
"2010-02-11 13:00:00",58.997
"2010-02-11 14:00:00",66.277
"2010-02-11 15:00:00",60.404
"2010-02-11 16:00:00",53.024
"2010-02-11 17:00:00",56.197
"2010-02-11 18:00:00",91.652
"2010-02-11 19:00:00",74.765
"2010-02-11 20:00:00",61.017
"2010-02-11 21:00:00",49.022
"2010-02-11 22:00:00",53.276
"2010-02-11 23:00:00",55.807
"2010-02-12 00:00:00",53.528
"2010-02-12 01:00:00",55.883
"2010-02-12 02:00:00",53.986
"2010-02-12 03:00:00",56.19
"2010-02-12 04:00:00",51.365
"2010-02-12 05:00:00",53.028
"2010-02-12 06:00:00",63.493
"2010-02-12 07:00:00",74.555
"2010-02-12 08:00:00",74.999
"2010-02-12 09:00:00",120.294
"2010-02-12 10:00:00",80
"2010-02-12 11:00:00",74.99
"2010-02-12 12:00:00",71.007
"2010-02-12 13:00:00",70.307
"2010-02-12 14:00:00",66.252
"2010-02-12 15:00:00",58.993
"2010-02-12 16:00:00",64.24
"2010-02-12 17:00:00",54.93
"2010-02-12 18:00:00",91.801
"2010-02-12 19:00:00",79.992
"2010-02-12 20:00:00",66.275
"2010-02-12 21:00:00",56.276
"2010-02-12 22:00:00",61.433
"2010-02-12 23:00:00",57.946
"2010-02-13 00:00:00",56.727
"2010-02-13 01:00:00",64.797
"2010-02-13 02:00:00",58.902
"2010-02-13 03:00:00",53.198
"2010-02-13 04:00:00",52.968
"2010-02-13 05:00:00",56.181
"2010-02-13 06:00:00",53.177
"2010-02-13 07:00:00",62.141
"2010-02-13 08:00:00",66.33
"2010-02-13 09:00:00",81.979
"2010-02-13 10:00:00",73.991
"2010-02-13 11:00:00",66.192
"2010-02-13 12:00:00",66.385
"2010-02-13 13:00:00",54.393
"2010-02-13 14:00:00",50.832
"2010-02-13 15:00:00",50.518
"2010-02-13 16:00:00",45.222
"2010-02-13 17:00:00",48
"2010-02-13 18:00:00",60.79
"2010-02-13 19:00:00",60.275
"2010-02-13 20:00:00",57.905
"2010-02-13 21:00:00",51.431
"2010-02-13 22:00:00",53.516
"2010-02-13 23:00:00",53.024
"2010-02-14 00:00:00",52.9
"2010-02-14 01:00:00",50.398
"2010-02-14 02:00:00",51
"2010-02-14 03:00:00",41.859
"2010-02-14 04:00:00",37.04
"2010-02-14 05:00:00",34.788
"2010-02-14 06:00:00",35.895
"2010-02-14 07:00:00",34.297
"2010-02-14 08:00:00",42.173
"2010-02-14 09:00:00",49.84
"2010-02-14 10:00:00",53.241
"2010-02-14 11:00:00",53.026
"2010-02-14 12:00:00",56.53
"2010-02-14 13:00:00",49.646
"2010-02-14 14:00:00",41.691
"2010-02-14 15:00:00",36.646
"2010-02-14 16:00:00",34.991
"2010-02-14 17:00:00",44.594
"2010-02-14 18:00:00",56.839
"2010-02-14 19:00:00",61.253
"2010-02-14 20:00:00",58.684
"2010-02-14 21:00:00",56.298
"2010-02-14 22:00:00",58.905
"2010-02-14 23:00:00",55.089
"2010-02-15 00:00:00",52.9
"2010-02-15 01:00:00",51
"2010-02-15 02:00:00",47.026
"2010-02-15 03:00:00",35
"2010-02-15 04:00:00",37.272
"2010-02-15 05:00:00",45.427
"2010-02-15 06:00:00",59.993
"2010-02-15 07:00:00",63.186
"2010-02-15 08:00:00",62.82
"2010-02-15 09:00:00",71.5
"2010-02-15 10:00:00",74.31
"2010-02-15 11:00:00",79.248
"2010-02-15 12:00:00",66.3
"2010-02-15 13:00:00",66
"2010-02-15 14:00:00",74.992
"2010-02-15 15:00:00",60.172
"2010-02-15 16:00:00",59.024
"2010-02-15 17:00:00",62.45
"2010-02-15 18:00:00",108.746
"2010-02-15 19:00:00",89.993
"2010-02-15 20:00:00",58.538
"2010-02-15 21:00:00",55.191
"2010-02-15 22:00:00",64.076
"2010-02-15 23:00:00",59.995
"2010-02-16 00:00:00",56.184
"2010-02-16 01:00:00",59.017
"2010-02-16 02:00:00",59.981
"2010-02-16 03:00:00",53.022
"2010-02-16 04:00:00",49.133
"2010-02-16 05:00:00",56.19
"2010-02-16 06:00:00",63.968
"2010-02-16 07:00:00",65.106
"2010-02-16 08:00:00",73.493
"2010-02-16 09:00:00",84.301
"2010-02-16 10:00:00",73.832
"2010-02-16 11:00:00",76.01
"2010-02-16 12:00:00",69.064
"2010-02-16 13:00:00",65.879
"2010-02-16 14:00:00",64.406
"2010-02-16 15:00:00",58.399
"2010-02-16 16:00:00",58.806
"2010-02-16 17:00:00",58.794
"2010-02-16 18:00:00",98.693
"2010-02-16 19:00:00",77.17
"2010-02-16 20:00:00",65.198
"2010-02-16 21:00:00",58.12
"2010-02-16 22:00:00",58.107
"2010-02-16 23:00:00",52.861
"2010-02-17 00:00:00",43.688
"2010-02-17 01:00:00",43.7
"2010-02-17 02:00:00",46.411
"2010-02-17 03:00:00",38.409
"2010-02-17 04:00:00",36.212
"2010-02-17 05:00:00",44.547
"2010-02-17 06:00:00",57.502
"2010-02-17 07:00:00",63.481
"2010-02-17 08:00:00",68.003
"2010-02-17 09:00:00",69.799
"2010-02-17 10:00:00",70.674
"2010-02-17 11:00:00",75.101
"2010-02-17 12:00:00",71.153
"2010-02-17 13:00:00",68.617
"2010-02-17 14:00:00",69.501
"2010-02-17 15:00:00",62.599
"2010-02-17 16:00:00",63.198
"2010-02-17 17:00:00",57.502
"2010-02-17 18:00:00",84.115
"2010-02-17 19:00:00",75.108
"2010-02-17 20:00:00",59.373
"2010-02-17 21:00:00",50.996
"2010-02-17 22:00:00",54.682
"2010-02-17 23:00:00",48.162
"2010-02-18 00:00:00",38.151
"2010-02-18 01:00:00",39.656
"2010-02-18 02:00:00",34
"2010-02-18 03:00:00",29.57
"2010-02-18 04:00:00",29
"2010-02-18 05:00:00",34.429
"2010-02-18 06:00:00",43.383
"2010-02-18 07:00:00",57.785
"2010-02-18 08:00:00",57.006
"2010-02-18 09:00:00",59.64
"2010-02-18 10:00:00",58.761
"2010-02-18 11:00:00",59.994
"2010-02-18 12:00:00",57.42
"2010-02-18 13:00:00",56
"2010-02-18 14:00:00",51.368
"2010-02-18 15:00:00",47.826
"2010-02-18 16:00:00",46.181
"2010-02-18 17:00:00",49.486
"2010-02-18 18:00:00",58.695
"2010-02-18 19:00:00",58.84
"2010-02-18 20:00:00",51.824
"2010-02-18 21:00:00",44.007
"2010-02-18 22:00:00",42.009
